Row Type,Variable Name,Attribute Name,Data Type,Value,DatasetID
variable,profile_psal_qc,,String,,ArgoFloats-synthetic-BGC
attribute,profile_psal_qc,_ChunkSizes,uint,7,ArgoFloats-synthetic-BGC
attribute,profile_psal_qc,colorBarMaximum,double,150.0,ArgoFloats-synthetic-BGC
attribute,profile_psal_qc,colorBarMinimum,double,0.0,ArgoFloats-synthetic-BGC
attribute,profile_psal_qc,conventions,String,Argo reference table 2a,ArgoFloats-synthetic-BGC
attribute,profile_psal_qc,ioos_category,String,Quality,ArgoFloats-synthetic-BGC
attribute,profile_psal_qc,long_name,String,Global quality flag of PSAL profile,ArgoFloats-synthetic-BGC
variable,profile_temp_qc,,String,,ArgoFloats-synthetic-BGC
attribute,profile_temp_qc,_ChunkSizes,uint,7,ArgoFloats-synthetic-BGC
attribute,profile_temp_qc,colorBarMaximum,double,150.0,ArgoFloats-synthetic-BGC
attribute,profile_temp_qc,colorBarMinimum,double,0.0,ArgoFloats-synthetic-BGC
attribute,profile_temp_qc,conventions,String,Argo reference table 2a,ArgoFloats-synthetic-BGC
attribute,profile_temp_qc,ioos_category,String,Quality,ArgoFloats-synthetic-BGC
attribute,profile_temp_qc,long_name,String,Global quality flag of TEMP profile,ArgoFloats-synthetic-BGC
variable,profile_turbidity_qc,,String,,ArgoFloats-synthetic-BGC
attribute,profile_turbidity_qc,colorBarMaximum,double,150.0,ArgoFloats-synthetic-BGC
attribute,profile_turbidity_qc,colorBarMinimum,double,0.0,ArgoFloats-synthetic-BGC
attribute,profile_turbidity_qc,ioos_category,String,Quality,ArgoFloats-synthetic-BGC
variable,profile_up_radiance412_qc,,String,,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance412_qc,colorBarMaximum,double,150.0,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance412_qc,colorBarMinimum,double,0.0,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance412_qc,ioos_category,String,Quality,ArgoFloats-synthetic-BGC
variable,profile_up_radiance443_qc,,String,,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance443_qc,colorBarMaximum,double,150.0,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance443_qc,colorBarMinimum,double,0.0,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance443_qc,ioos_category,String,Quality,ArgoFloats-synthetic-BGC
variable,profile_up_radiance490_qc,,String,,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance490_qc,colorBarMaximum,double,150.0,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance490_qc,colorBarMinimum,double,0.0,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance490_qc,ioos_category,String,Quality,ArgoFloats-synthetic-BGC
variable,profile_up_radiance555_qc,,String,,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance555_qc,colorBarMaximum,double,150.0,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance555_qc,colorBarMinimum,double,0.0,ArgoFloats-synthetic-BGC
attribute,profile_up_radiance555_qc,ioos_category,String,Quality,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,cdm_data_type,String,Other,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Conventions,String,"COARDS, CF-1.6, ACDD-1.3",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Easternmost_Easting,double,179.99948666666666,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lat_max,double,82.79761333333333,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lat_min,double,-77.44,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lat_units,String,degrees_north,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lon_max,double,179.99948666666666,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lon_min,double,-180.0,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lon_units,String,degrees_east,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,history,String,"Mon Apr 29 14:02:51 2024: ncks -d n_levels,1501,2034 7402.nc 7402_3.nc",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,infoUrl,String,http://www.argodatamgt.org/DMQC/Reference-data-base,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,institution,String,Argo,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,keywords,String,"cycle, cycle_number, data, latitude, levels, local, longitude, n_levels, n_prof, name, number, pi_name, platform, platform_number, pres, pressure, prof, psal, ptmp, source, temp, temperature, time",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,license,String,"The data may be used and redistributed for free but is not intended\nfor legal use, since it may contain inaccuracies. Neither the data\nContributor, ERD, NOAA, nor the United States Government, nor any\nof their employees or contractors, makes any warranty, express or\nimplied, including warranties of merchantability and fitness for a\nparticular purpose, or assumes any legal liability for the accuracy,\ncompleteness, or usefulness, of this information.",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,NCO,String,"netCDF Operators version 4.9.7 (Homepage = http://nco.sf.net, Code = https://github.com/nco/nco)",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Northernmost_Northing,double,82.79761333333333,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,sourceUrl,String,(local files),ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Southernmost_Northing,double,-77.44,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,standard_name_vocabulary,String,CF Standard Name Table v70,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,summary,String,Argo float vertical profiles to be used in DMQC. The free-moving nature of profiling floats means that most float measurements are without accompanying in-situ ground truth values for absolute calibration (such as those afforded by shipboard CTD measurements). Therefore Argo delayed-mode procedures for checking sensor drifts and offsets in salinity rely on reference datasets and statistical methods. Dataset assembled by John Gilson (SCRIPPS),ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,time_coverage_end,String,2022-09-20T03:36:32Z,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,time_coverage_start,String,1998-08-05T07:52:42Z,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,title,String,Argo Reference Measurements,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,version,String,2023V3,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Westernmost_Easting,double,-180.0,ArgoFloats-synthetic-BGC
variable,latitude,,double,,ArgoFloats-synthetic-BGC
attribute,latitude,_ChunkSizes,uint,1227,ArgoFloats-synthetic-BGC
attribute,latitude,_CoordinateAxisType,String,Lat,ArgoFloats-synthetic-BGC
attribute,latitude,_FillValue,double,,ArgoFloats-synthetic-BGC
attribute,latitude,actual_range,double,"-77.44, 82.79761333333333",ArgoFloats-synthetic-BGC
attribute,latitude,axis,String,Y,ArgoFloats-synthetic-BGC
attribute,latitude,colorBarMaximum,double,90.0,ArgoFloats-synthetic-BGC
attribute,latitude,colorBarMinimum,double,-90.0,ArgoFloats-synthetic-BGC
attribute,latitude,ioos_category,String,Location,ArgoFloats-synthetic-BGC
attribute,latitude,long_name,String,Latitude,ArgoFloats-synthetic-BGC
attribute,latitude,standard_name,String,latitude,ArgoFloats-synthetic-BGC
attribute,latitude,units,String,degrees_north,ArgoFloats-synthetic-BGC
variable,longitude,,double,,ArgoFloats-synthetic-BGC
attribute,longitude,_ChunkSizes,uint,1227,ArgoFloats-synthetic-BGC
attribute,longitude,_CoordinateAxisType,String,Lon,ArgoFloats-synthetic-BGC
attribute,longitude,_FillValue,double,,ArgoFloats-synthetic-BGC
attribute,longitude,actual_range,double,"-180.0, 179.99948666666666",ArgoFloats-synthetic-BGC
attribute,longitude,axis,String,X,ArgoFloats-synthetic-BGC
attribute,longitude,colorBarMaximum,double,180.0,ArgoFloats-synthetic-BGC
attribute,longitude,colorBarMinimum,double,-180.0,ArgoFloats-synthetic-BGC
attribute,longitude,ioos_category,String,Location,ArgoFloats-synthetic-BGC
attribute,longitude,long_name,String,Longitude,ArgoFloats-synthetic-BGC
attribute,longitude,standard_name,String,longitude,ArgoFloats-synthetic-BGC
attribute,longitude,units,String,degrees_east,ArgoFloats-synthetic-BGC
variable,platform_number,,String,,ArgoFloats-synthetic-BGC
attribute,platform_number,_ChunkSizes,uint,1227,ArgoFloats-synthetic-BGC
attribute,platform_number,ioos_category,String,Unknown,ArgoFloats-synthetic-BGC
attribute,platform_number,long_name,String,Platform number,ArgoFloats-synthetic-BGC
variable,cycle_number,,int,,ArgoFloats-synthetic-BGC
attribute,cycle_number,_ChunkSizes,uint,1227,ArgoFloats-synthetic-BGC
attribute,cycle_number,actual_range,int,"0, 665",ArgoFloats-synthetic-BGC
attribute,cycle_number,ioos_category,String,Unknown,ArgoFloats-synthetic-BGC
attribute,cycle_number,long_name,String,Cycle number,ArgoFloats-synthetic-BGC
variable,pi_name,,String,,ArgoFloats-synthetic-BGC
attribute,pi_name,_ChunkSizes,uint,1227,ArgoFloats-synthetic-BGC
attribute,pi_name,ioos_category,String,Identifier,ArgoFloats-synthetic-BGC
attribute,pi_name,long_name,String,pi name,ArgoFloats-synthetic-BGC
variable,time,,double,,ArgoFloats-synthetic-BGC
attribute,time,_ChunkSizes,uint,1227,ArgoFloats-synthetic-BGC
attribute,time,_CoordinateAxisType,String,Time,ArgoFloats-synthetic-BGC
attribute,time,actual_range,double,"9.02303562E8, 1.663644992E9",ArgoFloats-synthetic-BGC
attribute,time,axis,String,T,ArgoFloats-synthetic-BGC
attribute,time,ioos_category,String,Time,ArgoFloats-synthetic-BGC
attribute,time,long_name,String,Time,ArgoFloats-synthetic-BGC
attribute,time,standard_name,String,time,ArgoFloats-synthetic-BGC
attribute,time,time_origin,String,01-JAN-1970 00:00:00,ArgoFloats-synthetic-BGC
attribute,time,units,String,seconds since 1970-01-01T00:00:00Z,ArgoFloats-synthetic-BGC
variable,pres,,double,,ArgoFloats-synthetic-BGC
attribute,pres,_ChunkSizes,uint,"64, 154",ArgoFloats-synthetic-BGC
attribute,pres,_FillValue,double,,ArgoFloats-synthetic-BGC
attribute,pres,actual_range,double,"-5.300000190734863, 4011.60009765625",ArgoFloats-synthetic-BGC
attribute,pres,ioos_category,String,Pressure,ArgoFloats-synthetic-BGC
attribute,pres,long_name,String,Pressure,ArgoFloats-synthetic-BGC
attribute,pres,missing_value,double,,ArgoFloats-synthetic-BGC
variable,temp,,double,,ArgoFloats-synthetic-BGC
attribute,temp,_ChunkSizes,uint,"64, 154",ArgoFloats-synthetic-BGC
attribute,temp,_FillValue,double,,ArgoFloats-synthetic-BGC
attribute,temp,actual_range,double,"-2.0, 33.38999938964844",ArgoFloats-synthetic-BGC
attribute,temp,ioos_category,String,Temperature,ArgoFloats-synthetic-BGC
attribute,temp,long_name,String,Temperature,ArgoFloats-synthetic-BGC
attribute,temp,missing_value,double,,ArgoFloats-synthetic-BGC
variable,ptmp,,double,,ArgoFloats-synthetic-BGC
attribute,ptmp,_ChunkSizes,uint,"64, 154",ArgoFloats-synthetic-BGC
attribute,ptmp,_FillValue,double,,ArgoFloats-synthetic-BGC
attribute,ptmp,actual_range,double,"-2.000404051401031, 33.38918683999088",ArgoFloats-synthetic-BGC
attribute,ptmp,ioos_category,String,Unknown,ArgoFloats-synthetic-BGC
attribute,ptmp,long_name,String,ptmp,ArgoFloats-synthetic-BGC
attribute,ptmp,missing_value,double,,ArgoFloats-synthetic-BGC
variable,psal,,double,,ArgoFloats-synthetic-BGC
attribute,psal,_ChunkSizes,uint,"64, 154",ArgoFloats-synthetic-BGC
attribute,psal,_FillValue,double,,ArgoFloats-synthetic-BGC
attribute,psal,actual_range,double,"16.551000595092773, 39.957000732421875",ArgoFloats-synthetic-BGC
attribute,psal,ioos_category,String,Salinity,ArgoFloats-synthetic-BGC
attribute,psal,long_name,String,psal,ArgoFloats-synthetic-BGC
attribute,psal,missing_value,double,,ArgoFloats-synthetic-BGC
variable,n_levels,,long,,ArgoFloats-synthetic-BGC
attribute,n_levels,_FillValue,long,9223372036854775807,ArgoFloats-synthetic-BGC
attribute,n_levels,actual_range,long,"0, 2034",ArgoFloats-synthetic-BGC
attribute,n_levels,ioos_category,String,Unknown,ArgoFloats-synthetic-BGC
attribute,n_levels,long_name,String,n levels,ArgoFloats-synthetic-BGC
variable,n_prof,,String,,ArgoFloats-synthetic-BGC
attribute,n_prof,ioos_category,String,Unknown,ArgoFloats-synthetic-BGC
attribute,n_prof,long_name,String,n prof,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,cdm_data_type,String,Other,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Conventions,String,"COARDS, CF-1.6, ACDD-1.3",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,creator_name,String,Argo,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Easternmost_Easting,double,346.813,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lat_max,double,89.971,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lat_min,double,-99.999,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lat_units,String,degrees_north,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lon_max,double,346.813,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lon_min,double,-999.999,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,geospatial_lon_units,String,degrees_east,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,infoUrl,String,http://www.argodatamgt.org/DMQC/Reference-data-base,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,institution,String,Argo,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,keywords,String,"argo, array, data, date, date_update, file, geostrophic, index, institution, latitude, longitude, ocean, oceanography, profiler, profiler_type, real, real time, real-time, realtime, time, type, update",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,license,String,"The data may be used and redistributed for free but is not intended\nfor legal use, since it may contain inaccuracies. Neither the data\nContributor, ERD, NOAA, nor the United States Government, nor any\nof their employees or contractors, makes any warranty, express or\nimplied, including warranties of merchantability and fitness for a\nparticular purpose, or assumes any legal liability for the accuracy,\ncompleteness, or usefulness, of this information.",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Northernmost_Northing,double,89.971,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,sourceUrl,String,ftp://ftp.ifremer.fr/ifremer/argo/ar_index_global_prof.txt,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Southernmost_Northing,double,-99.999,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,standard_name_vocabulary,String,CF Standard Name Table v55,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,subsetVariables,String,"ocean, profiler_type, institution",ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,summary,String,Argo detailed index. Gathers data available at ftp://ftp.ifremer.fr/ifremer/argo/ar_index_global_prof.txt,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,title,String,ArgoFloats index,ArgoFloats-synthetic-BGC
attribute,NC_GLOBAL,Westernmost_Easting,double,-999.999,ArgoFloats-synthetic-BGC
variable,file,,String,,ArgoFloats-synthetic-BGC
attribute,file,long_name,String,File,ArgoFloats-synthetic-BGC
variable,date,,double,,ArgoFloats-synthetic-BGC
attribute,date,actual_range,double,"8.7012158E8, 1.759119265E9",ArgoFloats-synthetic-BGC
attribute,date,ioos_category,String,Time,ArgoFloats-synthetic-BGC
attribute,date,long_name,String,Date,ArgoFloats-synthetic-BGC
attribute,date,time_origin,String,01-JAN-1970 00:00:00,ArgoFloats-synthetic-BGC
attribute,date,units,String,seconds since 1970-01-01T00:00:00Z,ArgoFloats-synthetic-BGC
variable,latitude,,float,,ArgoFloats-synthetic-BGC
attribute,latitude,_CoordinateAxisType,String,Lat,ArgoFloats-synthetic-BGC
attribute,latitude,actual_range,float,"-99.999, 89.971",ArgoFloats-synthetic-BGC
attribute,latitude,axis,String,Y,ArgoFloats-synthetic-BGC
attribute,latitude,colorBarMaximum,double,90.0,ArgoFloats-synthetic-BGC
attribute,latitude,colorBarMinimum,double,-90.0,ArgoFloats-synthetic-BGC
attribute,latitude,ioos_category,String,Location,ArgoFloats-synthetic-BGC
attribute,latitude,long_name,String,Latitude,ArgoFloats-synthetic-BGC
attribute,latitude,standard_name,String,latitude,ArgoFloats-synthetic-BGC
attribute,latitude,units,String,degrees_north,ArgoFloats-synthetic-BGC
variable,longitude,,float,,ArgoFloats-synthetic-BGC
attribute,longitude,_CoordinateAxisType,String,Lon,ArgoFloats-synthetic-BGC
attribute,longitude,actual_range,float,"-999.999, 346.813",ArgoFloats-synthetic-BGC
attribute,longitude,axis,String,X,ArgoFloats-synthetic-BGC
attribute,longitude,colorBarMaximum,double,180.0,ArgoFloats-synthetic-BGC
attribute,longitude,colorBarMinimum,double,-180.0,ArgoFloats-synthetic-BGC
attribute,longitude,ioos_category,String,Location,ArgoFloats-synthetic-BGC
attribute,longitude,long_name,String,Longitude,ArgoFloats-synthetic-BGC
attribute,longitude,standard_name,String,longitude,ArgoFloats-synthetic-BGC
attribute,longitude,units,String,degrees_east,ArgoFloats-synthetic-BGC
variable,ocean,,String,,ArgoFloats-synthetic-BGC
attribute,ocean,long_name,String,Ocean,ArgoFloats-synthetic-BGC
variable,profiler_type,,short,,ArgoFloats-synthetic-BGC
attribute,profiler_type,actual_range,short,"831, 886",ArgoFloats-synthetic-BGC
attribute,profiler_type,long_name,String,Profiler Type,ArgoFloats-synthetic-BGC
variable,institution,,String,,ArgoFloats-synthetic-BGC
attribute,institution,long_name,String,Institution,ArgoFloats-synthetic-BGC
variable,date_update,,double,,ArgoFloats-synthetic-BGC
attribute,date_update,actual_range,double,"1.143156516E9, 1.759126933E9",ArgoFloats-synthetic-BGC
attribute,date_update,ioos_category,String,Time,ArgoFloats-synthetic-BGC
attribute,date_update,long_name,String,Date of update,ArgoFloats-synthetic-BGC
attribute,date_update,standard_name,String,date_update,ArgoFloats-synthetic-BGC
attribute,date_update,time_origin,String,01-JAN-1970 00:00:00,ArgoFloats-synthetic-BGC
attribute,date_update,units,String,seconds since 1970-01-01T00:00:00Z,ArgoFloats-synthetic-BGC
