DatasetID,Property,Count,Types,Example,UniqueValues
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,stationname,758791,object,EMSO_MII,{'EMSO_MII'}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,latitude (degrees_north),758791,float64,42.805,{42.805}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,longitude (degrees_east),758791,float64,6.029,{6.029}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,time (UTC),758791,object,2024-08-01T00:04:03Z,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,TIME_QC,758791,int64,1,{1}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,DEPH (Metres),758791,float64,2436.0,{2436.0}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,RFVL_X (Metres per second),758791,float64,0.016,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,RFVL_Y (Metres per second),758791,float64,0.005,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,LRZA (Metres per second),758791,float64,0.01,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,XYZ_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Amplitude_X,758791,float64,106.0,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Amplitude_Y,758791,float64,107.0,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Amplitude_Z,704188,float64,103.0,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Amplitude_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Battery (volts),758791,float64,13.4,"{13.3, 13.4}"
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Battery_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,SVEL (Metres per second),758791,float64,1501.2,"{1501.1, 1505.2, 1505.3, 1501.2, 1505.4, 1505.1, 1501.3}"
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,SVEL_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,HEAD (degrees),758791,float64,6.2,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,HEAD_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Pitch (degrees),758791,float64,-0.8,"{-0.8, -0.7, -0.9, -0.6}"
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Pitch_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,ROLL (degrees),758791,float64,1.8,"{1.7, 1.8, 2.0, 1.9}"
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,ROLL_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,PRES (Decibars),758791,float64,2471.633,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,PRES_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,TEMP (degree_C),758791,float64,13.32,"{13.3, 13.33, 13.34, 13.32, 13.28, 13.31, 13.35, 13.36, 13.29, 13.27}"
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,TEMP_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,HCSP (Metres per second),758791,float64,0.016,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,HCSP_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Direction (degrees),758791,float64,72.6,set()
Emso_Western_Ligurian_MII_Aquadopp_NetCDF_2017,Direction_QC,758791,int64,2,{2}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,stationname,841386,object,EMSO_MII,{'EMSO_MII'}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,latitude (degrees_north),841386,float64,42.805,{42.805}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,longitude (degrees_east),841386,float64,6.029,{6.029}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,time (UTC),841386,object,2024-08-01T00:02:12Z,set()
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,TIME_QC,841386,int64,1,{1}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,DEPH (Metres),841386,float64,2436.0,{2436.0}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,refCount (1),841386,float64,4023.0,set()
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,refCount_QC,841386,int64,2,{2}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,signalCount (1),841386,float64,4007.0,set()
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,signalCount_QC,841386,int64,2,{2}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,CSRW (1),841386,float64,10547.0,set()
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,CSRW_QC,841386,int64,2,{2}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,CBIM (Number per metre),841386,float64,1.57,set()
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,CBIM_QC,841386,int64,2,{2}
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,ITC (1),841386,float64,553.0,set()
Emso_Western_Ligurian_MII_Cstar_NetCDF_2017,ITC_QC,841386,int64,2,{2}
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,stationname,868406,object,EMSO_MII,{'EMSO_MII'}
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,latitude (degrees_north),868406,float64,42.805,{42.805}
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,longitude (degrees_east),868406,float64,6.029,{6.029}
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,time (UTC),868406,object,2024-08-01T00:00:09Z,set()
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,TIME_QC,868406,int64,1,{1}
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,TEMP (degree_C),868406,float64,13.3091,set()
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,TEMP_QC,868406,int64,2,{2}
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,CNDC (Siemens per metre),868406,float64,4.60186,set()
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,CNDC_QC,868406,int64,2,{2}
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,PRES (Decibars),868406,float64,2470.857,set()
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,PRES_QC,868406,int64,2,{2}
Emso_Western_Ligurian_MII_Microcat_NetCDF_2017,DEPH (Metres),868406,float64,2436.0,{2436.0}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,stationname,65701,object,EMSO_MII,{'EMSO_MII'}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,latitude (degrees_north),65701,float64,42.805,{42.805}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,longitude (degrees_east),65701,float64,6.029,{6.029}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,time (UTC),65701,object,2017-09-29T12:44:01Z,set()
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,TIME_QC,65701,int64,1,{1}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,DOX1 (Micromoles per litre),65701,float64,201.635,set()
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,DOX_QC,65701,int64,2,{2}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,OSAT (Percent),65701,float64,61.661,set()
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,OSAT_QC,65701,int64,2,{2}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,TEMP (degree_C),65701,float64,13.287,set()
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,TEMP_QC,65701,int64,2,{2}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,DEPH (Metres),65701,float64,2436.0,{2436.0}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,optodeType (1),65701,int64,4330,{4330}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,optodeSerial (1),65701,int64,1995,{1995}
Emso_Western_Ligurian_MII_Oxygen_NetCDF_2017,optode_QC,65701,int64,2,{2}
EMSO-AZORES_SBE53_East_2016_2017,time (UTC),235851,object,2016-08-30T20:02:00Z,set()
EMSO-AZORES_SBE53_East_2016_2017,TIME_QC,235851,int64,1,{1}
EMSO-AZORES_SBE53_East_2016_2017,latitude (degrees_north),235851,float64,37.2831,{37.2831}
EMSO-AZORES_SBE53_East_2016_2017,longitude (degrees_east),235851,float64,-32.08088,{-32.08088}
EMSO-AZORES_SBE53_East_2016_2017,depth (m),235851,float64,1984.0,{1984.0}
EMSO-AZORES_SBE53_East_2016_2017,DEPH_QC,235851,int64,7,{7}
EMSO-AZORES_SBE53_East_2016_2017,PRES (dbar),235851,float64,1995.3784,set()
EMSO-AZORES_SBE53_East_2016_2017,PRES_QC,235851,int64,7,{7}
EMSO-AZORES_SBE53_East_2016_2017,TEMP (degree_C),235851,float64,4.1663,set()
EMSO-AZORES_SBE53_East_2016_2017,TEMP_QC,235851,int64,1,{1}
EMSO-AZORES_SBE53_West_2016_2017,time (UTC),232417,object,2016-09-03T20:02:00Z,set()
EMSO-AZORES_SBE53_West_2016_2017,TIME_QC,232417,int64,1,{1}
EMSO-AZORES_SBE53_West_2016_2017,latitude (degrees_north),232417,float64,37.29265,{37.29265}
EMSO-AZORES_SBE53_West_2016_2017,longitude (degrees_east),232417,float64,-32.28142,{-32.28142}
EMSO-AZORES_SBE53_West_2016_2017,depth (m),232417,float64,1729.0,{1729.0}
EMSO-AZORES_SBE53_West_2016_2017,DEPH_QC,232417,int64,7,{7}
EMSO-AZORES_SBE53_West_2016_2017,PRES (dbar),232417,float64,1758.0724,set()
EMSO-AZORES_SBE53_West_2016_2017,PRES_QC,232417,int64,7,{7}
EMSO-AZORES_SBE53_West_2016_2017,TEMP (degree_C),232417,float64,4.5221,set()
EMSO-AZORES_SBE53_West_2016_2017,TEMP_QC,232417,int64,1,{1}
EMSO-AZORES_SBE53_East_2018_2019,time (UTC),222691,object,2018-08-14T13:58:08Z,set()
EMSO-AZORES_SBE53_East_2018_2019,TIME_QC,222691,int64,1,{1}
EMSO-AZORES_SBE53_East_2018_2019,latitude (degrees_north),222691,float64,37.2831,{37.2831}
EMSO-AZORES_SBE53_East_2018_2019,longitude (degrees_east),222691,float64,-32.08088,{-32.08088}
EMSO-AZORES_SBE53_East_2018_2019,depth (m),222691,float64,1984.0,{1984.0}
EMSO-AZORES_SBE53_East_2018_2019,DEPH_QC,222691,int64,7,{7}
EMSO-AZORES_SBE53_East_2018_2019,PRES (dbar),222691,float64,9.2456,set()
EMSO-AZORES_SBE53_East_2018_2019,PRES_QC,222691,int64,7,{7}
EMSO-AZORES_SBE53_East_2018_2019,TEMP (degree_C),222691,float64,26.1338,set()
EMSO-AZORES_SBE53_East_2018_2019,TEMP_QC,222691,int64,1,{1}
EMSO-AZORES_SBE53_West_2018_2019,time (UTC),222963,object,2018-08-11T21:03:42Z,set()
EMSO-AZORES_SBE53_West_2018_2019,TIME_QC,222963,int64,1,{1}
EMSO-AZORES_SBE53_West_2018_2019,latitude (degrees_north),222963,float64,37.29265,{37.29265}
EMSO-AZORES_SBE53_West_2018_2019,longitude (degrees_east),222963,float64,-32.28142,{-32.28142}
EMSO-AZORES_SBE53_West_2018_2019,depth (m),222963,float64,1729.0,{1729.0}
EMSO-AZORES_SBE53_West_2018_2019,DEPH_QC,222963,int64,7,{7}
EMSO-AZORES_SBE53_West_2018_2019,PRES (dbar),222963,float64,9.4341,set()
EMSO-AZORES_SBE53_West_2018_2019,PRES_QC,222963,int64,7,{7}
EMSO-AZORES_SBE53_West_2018_2019,TEMP (degree_C),222963,float64,26.445,set()
EMSO-AZORES_SBE53_West_2018_2019,TEMP_QC,222963,int64,1,{1}
EMSO-AZORES_SBE53_East_2019_2020,time (UTC),331135,object,2019-06-17T16:40:23Z,set()
EMSO-AZORES_SBE53_East_2019_2020,TIME_QC,331135,int64,1,{1}
EMSO-AZORES_SBE53_East_2019_2020,latitude (degrees_north),331135,float64,37.2831,{37.2831}
EMSO-AZORES_SBE53_East_2019_2020,longitude (degrees_east),331135,float64,-32.08088,{-32.08088}
EMSO-AZORES_SBE53_East_2019_2020,depth (m),331135,float64,1984.0,{1984.0}
EMSO-AZORES_SBE53_East_2019_2020,DEPH_QC,331135,int64,7,{7}
EMSO-AZORES_SBE53_East_2019_2020,PRES (dbar),331135,float64,9.46244,set()
EMSO-AZORES_SBE53_East_2019_2020,PRES_QC,331135,int64,7,{7}
EMSO-AZORES_SBE53_East_2019_2020,TEMP (degree_C),331135,float64,24.2506,set()
EMSO-AZORES_SBE53_East_2019_2020,TEMP_QC,331135,int64,1,{1}
EMSO-AZORES_SBE53_West_2019_2020,time (UTC),327019,object,2019-06-20T10:32:09Z,set()
EMSO-AZORES_SBE53_West_2019_2020,TIME_QC,327019,int64,1,{1}
EMSO-AZORES_SBE53_West_2019_2020,latitude (degrees_north),327019,float64,37.29265,{37.29265}
EMSO-AZORES_SBE53_West_2019_2020,longitude (degrees_east),327019,float64,-32.28142,{-32.28142}
EMSO-AZORES_SBE53_West_2019_2020,depth (m),327019,float64,1729.0,{1729.0}
EMSO-AZORES_SBE53_West_2019_2020,DEPH_QC,327019,int64,7,{7}
EMSO-AZORES_SBE53_West_2019_2020,PRES (dbar),327019,float64,9.55186,set()
EMSO-AZORES_SBE53_West_2019_2020,PRES_QC,327019,int64,7,{7}
EMSO-AZORES_SBE53_West_2019_2020,TEMP (degree_C),327019,float64,23.2264,set()
EMSO-AZORES_SBE53_West_2019_2020,TEMP_QC,327019,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,time (UTC),48,object,2011-07-04T18:32:08Z,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,TIME_QC,48,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,latitude (degrees_north),48,float64,37.289,{37.289}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,longitude (degrees_east),48,float64,-32.275,{-32.275}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,depth (m),48,float64,-2.0,{-2.0}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,DEPH_QC,48,int64,7,{7}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,WDIR (deg T),48,float64,230.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,WDIR_QC,48,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,WSPD (m/s),48,float64,0.05144,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,WSPD_QC,48,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,ATMS (mBar),48,float64,1030.0,"{1027.0, 1028.0, 1029.0, 1030.0, 1031.0, 1032.0, 1033.0, 1034.0}"
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,ATMS_QC,48,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,DRYT (degree_C),48,float64,23.1,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2010-2011,DRYT_QC,48,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,time (UTC),2826,object,2011-07-10T00:47:48Z,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,TIME_QC,2826,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,latitude (degrees_north),2826,float64,37.289,{37.289}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,longitude (degrees_east),2826,float64,-32.275,{-32.275}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,depth (m),2826,float64,-2.0,{-2.0}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,DEPH_QC,2826,int64,7,{7}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,WDIR (deg T),2819,float64,125.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,WDIR_QC,2826,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,WSPD (m/s),2826,float64,0.36011,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,WSPD_QC,2826,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,ATMS (mBar),2819,float64,1031.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,ATMS_QC,2826,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,DRYT (degree_C),2819,float64,21.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2011-2012,DRYT_QC,2826,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,time (UTC),1880,object,2012-07-23T00:47:28Z,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,TIME_QC,1880,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,latitude (degrees_north),1880,float64,37.289,{37.289}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,longitude (degrees_east),1880,float64,-32.275,{-32.275}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,depth (m),1880,float64,-2.0,{-2.0}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,DEPH_QC,1880,int64,7,{7}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,WDIR (deg T),1874,float64,39.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,WDIR_QC,1880,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,WSPD (m/s),1880,float64,7.87099,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,WSPD_QC,1880,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,ATMS (mBar),1874,float64,1028.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,ATMS_QC,1880,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,DRYT (degree_C),1874,float64,23.5,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2012-2013,DRYT_QC,1880,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,time (UTC),2540,object,2013-08-27T12:32:08Z,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,TIME_QC,2540,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,latitude (degrees_north),2540,float64,37.289,{37.289}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,longitude (degrees_east),2540,float64,-32.275,{-32.275}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,depth (m),2540,float64,-2.0,{-2.0}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,DEPH_QC,2540,int64,7,{7}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,WDIR (deg T),718,float64,239.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,WDIR_QC,2540,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,WSPD (m/s),2540,float64,2.98378,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,WSPD_QC,2540,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,ATMS (mBar),717,float64,1029.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,ATMS_QC,2540,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,DRYT (degree_C),717,float64,25.5,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2013-2014,DRYT_QC,2540,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,time (UTC),1526,object,2014-07-20T14:05:40Z,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,TIME_QC,1526,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,latitude (degrees_north),1526,float64,37.289,{37.289}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,longitude (degrees_east),1526,float64,-32.275,{-32.275}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,depth (m),1526,float64,-2.0,{-2.0}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,DEPH_QC,1526,int64,7,{7}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,WDIR (deg T),1526,float64,187.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,WDIR_QC,1526,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,WSPD (m/s),1526,float64,0.41156,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,WSPD_QC,1526,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,ATMS (mBar),1526,float64,1033.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,ATMS_QC,1526,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,DRYT (degree_C),1526,float64,26.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2014-2015,DRYT_QC,1526,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,time (UTC),3953,object,2015-04-18T06:06:00Z,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,TIME_QC,3953,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,latitude (degrees_north),3953,float64,37.289,{37.289}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,longitude (degrees_east),3953,float64,-32.275,{-32.275}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,depth (m),3953,float64,-2.0,{-2.0}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,DEPH_QC,3953,int64,7,{7}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,WDIR (deg T),3953,float64,294.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,WDIR_QC,3953,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,WSPD (m/s),3953,float64,1.13178,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,WSPD_QC,3953,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,ATMS (mBar),3952,float64,1025.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,ATMS_QC,3953,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,DRYT (degree_C),3952,float64,10.5,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2015-2016,DRYT_QC,3953,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,time (UTC),1190,object,2016-09-10T00:06:51Z,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,TIME_QC,1190,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,latitude (degrees_north),1190,float64,37.289,{37.289}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,longitude (degrees_east),1190,float64,-32.275,{-32.275}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,depth (m),1190,float64,-2.0,{-2.0}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,DEPH_QC,1190,int64,7,{7}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,WDIR (deg T),1190,float64,193.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,WDIR_QC,1190,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,WSPD (m/s),1190,float64,4.73288,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,WSPD_QC,1190,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,ATMS (mBar),1190,float64,1035.0,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,ATMS_QC,1190,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,DRYT (degree_C),1190,float64,20.5,set()
EMSO-AZORES_Borel_Meteo-Unit-1_2016-2017,DRYT_QC,1190,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,time (UTC),1207,object,2016-09-10T00:11:51Z,set()
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,TIME_QC,1207,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,latitude (degrees_north),1207,float64,37.289,{37.289}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,longitude (degrees_east),1207,float64,-32.275,{-32.275}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,depth (m),1207,float64,-2.0,{-2.0}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,DEPH_QC,1207,int64,7,{7}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,WDIR (deg T),1207,float64,197.0,set()
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,WDIR_QC,1207,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,WSPD (m/s),1207,float64,4.88722,set()
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,WSPD_QC,1207,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,ATMS (mBar),1207,float64,1035.0,set()
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,ATMS_QC,1207,int64,1,{1}
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,DRYT (degree_C),1207,float64,20.5,set()
EMSO-AZORES_Borel_Meteo-Unit-2_2016-2017,DRYT_QC,1207,int64,1,{1}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,time (UTC),25476,object,2017-07-12T16:45:00Z,set()
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,TIME_QC,25476,int64,1,{1}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,latitude (degrees_north),25476,float64,37.30134,{37.30134}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,longitude (degrees_east),25476,float64,-32.27562,{-32.27562}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,depth (m),25476,float64,1700.0,{1700.0}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,DEPH_QC,25476,int64,7,{7}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,TEMP (degree_C),25476,float64,29.2853,set()
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,TEMP_QC,25476,int64,1,{1}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,PRES (dbar),25476,float64,-3.46,set()
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,PRES_QC,25476,int64,1,{1}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,CNDC (S/m),25476,float64,2e-05,set()
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,CNDC_QC,25476,int64,1,{1}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,PSAL (0.001),25476,float64,0.0792,set()
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,PSAL_QC,25476,int64,1,{1}
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,SVEL (m/s),25476,float64,1507.558,set()
EMSO-AZORES_EGIM_TEMP-CNDC-PRES_2017-2018,SVEL_QC,25476,int64,1,{1}
