DatasetID,Attribute Name,Variable Name,Data Type,Value
OceanGlidersGDACTrajectories,actual_range,TEMP_UNCERTAINTY,['float'],"['0.0, 0.0']"
OceanGlidersGDACTrajectories,actual_range,TIME_QC,['byte'],"['0, 4']"
OceanGlidersGDACTrajectories,actual_range,latitude,['double'],"['-94.01332363329217, 696970.15']"
OceanGlidersGDACTrajectories,actual_range,longitude,['double'],"['-179.9998312997277, 696970.15']"
OceanGlidersGDACTrajectories,actual_range,time,['double'],"['0.0, 1.751930125009E9']"
OceanGlidersGDACTrajectories,ancillary_variable,CHLA,['String'],['CHLA_QC']
OceanGlidersGDACTrajectories,ancillary_variable,CNDC,['String'],['CNDC_QC']
OceanGlidersGDACTrajectories,ancillary_variable,JULD,['String'],['JULD_QC']
OceanGlidersGDACTrajectories,ancillary_variable,MOLAR_DOXY,['String'],['MOLAR_DOXY_QC']
OceanGlidersGDACTrajectories,ancillary_variable,PRES,['String'],['PRES_QC']
OceanGlidersGDACTrajectories,ancillary_variable,PSAL,['String'],['PSAL_QC']
OceanGlidersGDACTrajectories,ancillary_variable,TEMP,['String'],['TEMP_QC']
OceanGlidersGDACTrajectories,ancillary_variable,TEMP_DOXY,['String'],['TEMP_DOXY_QC']
OceanGlidersGDACTrajectories,ancillary_variable,latitude,['String'],['POSITION_QC']
OceanGlidersGDACTrajectories,ancillary_variable,longitude,['String'],['POSITION_QC']
OceanGlidersGDACTrajectories,ancillary_variable,time,['String'],['TIME_QC']
OceanGlidersGDACTrajectories,author_email,NC_GLOBAL,['String'],['glider@socib.es']
OceanGlidersGDACTrajectories,axis,JULD,['String'],['T']
OceanGlidersGDACTrajectories,axis,PRES,['String'],['Z']
OceanGlidersGDACTrajectories,axis,TIME_QC,['String'],['T']
OceanGlidersGDACTrajectories,axis,latitude,['String'],['Y']
OceanGlidersGDACTrajectories,axis,longitude,['String'],['X']
OceanGlidersGDACTrajectories,axis,time,['String'],['T']
OceanGlidersGDACTrajectories,cdm_data_type,NC_GLOBAL,['String'],['Trajectory']
OceanGlidersGDACTrajectories,cdm_trajectory_variables,NC_GLOBAL,['String'],"['JULD, time']"
OceanGlidersGDACTrajectories,cell_methods,CHLA,['String'],['point']
OceanGlidersGDACTrajectories,cell_methods,CNDC,['String'],['point']
OceanGlidersGDACTrajectories,cell_methods,MOLAR_DOXY,['String'],['point']
OceanGlidersGDACTrajectories,cell_methods,PRES,['String'],['point']
OceanGlidersGDACTrajectories,cell_methods,PSAL,['String'],['point']
OceanGlidersGDACTrajectories,cell_methods,TEMP,['String'],['point']
OceanGlidersGDACTrajectories,cell_methods,TEMP_DOXY,['String'],['point']
OceanGlidersGDACTrajectories,cf_role,time,['String'],['trajectory_id']
OceanGlidersGDACTrajectories,citation,NC_GLOBAL,['String'],['Ministerio de Econom\\u00eda y Competitividad (http://www.idi.mineco.gob.es/). Govern de les Illes Balears (http://www.caib.es/).']
OceanGlidersGDACTrajectories,colorBarMaximum,BBP700,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,BBP700_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,BPHASE_DOXY,['double'],['80.0']
OceanGlidersGDACTrajectories,colorBarMaximum,BPHASE_DOXY_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,CDOM_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,CHLA,['double'],['30.0']
OceanGlidersGDACTrajectories,colorBarMaximum,CHLA_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,CHLA_UNCERTAINTY,['double'],['30.0']
OceanGlidersGDACTrajectories,colorBarMaximum,CNDC,['double'],['40.0']
OceanGlidersGDACTrajectories,colorBarMaximum,CNDC_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,DPHASE_DOXY,['double'],['80.0']
OceanGlidersGDACTrajectories,colorBarMaximum,DPHASE_DOXY_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,JULD,['double'],['100000.0']
OceanGlidersGDACTrajectories,colorBarMaximum,JULD_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,MOLAR_DOXY,['double'],['500.0']
OceanGlidersGDACTrajectories,colorBarMaximum,MOLAR_DOXY_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,PHASE_NUMBER,['double'],['100.0']
OceanGlidersGDACTrajectories,colorBarMaximum,POSITIONING_METHOD,['double'],['2.5']
OceanGlidersGDACTrajectories,colorBarMaximum,POSITION_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,PRES,['double'],['5000.0']
OceanGlidersGDACTrajectories,colorBarMaximum,PRES_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,PSAL,['double'],['37.0']
OceanGlidersGDACTrajectories,colorBarMaximum,PSAL_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,PSAL_UNCERTAINTY,['double'],['37.0']
OceanGlidersGDACTrajectories,colorBarMaximum,RPHASE_DOXY,['double'],['80.0']
OceanGlidersGDACTrajectories,colorBarMaximum,RPHASE_DOXY_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,TEMP,['double'],['32.0']
OceanGlidersGDACTrajectories,colorBarMaximum,TEMP_DOXY,['double'],['500.0']
OceanGlidersGDACTrajectories,colorBarMaximum,TEMP_DOXY_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,TEMP_DOXY_UNCERTAINTY,['double'],['40.0']
OceanGlidersGDACTrajectories,colorBarMaximum,TEMP_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,TEMP_UNCERTAINTY,['double'],['40.0']
OceanGlidersGDACTrajectories,colorBarMaximum,TIME_QC,['double'],['10.0']
OceanGlidersGDACTrajectories,colorBarMaximum,latitude,['double'],['90.0']
OceanGlidersGDACTrajectories,colorBarMaximum,longitude,['double'],['180.0']
OceanGlidersGDACTrajectories,colorBarMaximum,time,['double'],['100000.0']
OceanGlidersGDACTrajectories,colorBarMinimum,BBP700,['double'],['-10.0']
OceanGlidersGDACTrajectories,colorBarMinimum,BBP700_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,BPHASE_DOXY,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,BPHASE_DOXY_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,CDOM_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,CHLA,['double'],['0.03']
OceanGlidersGDACTrajectories,colorBarMinimum,CHLA_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,CHLA_UNCERTAINTY,['double'],['0.03']
OceanGlidersGDACTrajectories,colorBarMinimum,CNDC,['double'],['30.0']
OceanGlidersGDACTrajectories,colorBarMinimum,CNDC_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,DPHASE_DOXY,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,DPHASE_DOXY_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,JULD,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,JULD_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,MOLAR_DOXY,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,MOLAR_DOXY_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,PHASE_NUMBER,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,POSITIONING_METHOD,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,POSITION_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,PRES,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,PRES_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,PSAL,['double'],['32.0']
OceanGlidersGDACTrajectories,colorBarMinimum,PSAL_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,PSAL_UNCERTAINTY,['double'],['32.0']
OceanGlidersGDACTrajectories,colorBarMinimum,RPHASE_DOXY,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,RPHASE_DOXY_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,TEMP,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,TEMP_DOXY,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,TEMP_DOXY_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,TEMP_DOXY_UNCERTAINTY,['double'],['-10.0']
OceanGlidersGDACTrajectories,colorBarMinimum,TEMP_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,TEMP_UNCERTAINTY,['double'],['-10.0']
OceanGlidersGDACTrajectories,colorBarMinimum,TIME_QC,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarMinimum,latitude,['double'],['-90.0']
OceanGlidersGDACTrajectories,colorBarMinimum,longitude,['double'],['-180.0']
OceanGlidersGDACTrajectories,colorBarMinimum,time,['double'],['0.0']
OceanGlidersGDACTrajectories,colorBarScale,CHLA,['String'],['Log']
OceanGlidersGDACTrajectories,colorBarScale,CHLA_UNCERTAINTY,['String'],['Log']
OceanGlidersGDACTrajectories,comment,CHLA_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,CNDC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,CNDC_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,JULD,['String'],[nan]
OceanGlidersGDACTrajectories,comment,JULD_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,MOLAR_DOXY_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,NC_GLOBAL,['String'],"['Data regularized, corrected and/or derived from raw glider data.']"
OceanGlidersGDACTrajectories,comment,PRES,['String'],['19/10/2013 : revision of the long name']
OceanGlidersGDACTrajectories,comment,PRES_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,PSAL,['String'],[nan]
OceanGlidersGDACTrajectories,comment,PSAL_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,TEMP,['String'],[nan]
OceanGlidersGDACTrajectories,comment,TEMP_DOXY_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,TEMP_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,TIME_QC,['String'],[nan]
OceanGlidersGDACTrajectories,comment,latitude,['String'],[nan]
OceanGlidersGDACTrajectories,comment,longitude,['String'],[nan]
OceanGlidersGDACTrajectories,comment,time,['String'],[nan]
OceanGlidersGDACTrajectories,conventions,CHLA_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,CNDC_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,JULD_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,MOLAR_DOXY_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,POSITIONING_METHOD,['String'],['EGO reference table 10']
OceanGlidersGDACTrajectories,conventions,POSITION_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,PRES_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,PSAL_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,TEMP_DOXY_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,TEMP_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conventions,TIME_QC,['String'],['EGO reference table 2']
OceanGlidersGDACTrajectories,conversion,latitude,['String'],['nmea2deg']
OceanGlidersGDACTrajectories,conversion,longitude,['String'],['nmea2deg']
OceanGlidersGDACTrajectories,coordinate_reference_frame,latitude,['String'],['urn:ogc:crs:EPSG::4326']
OceanGlidersGDACTrajectories,coordinate_reference_frame,longitude,['String'],['urn:ogc:crs:EPSG::4326']
OceanGlidersGDACTrajectories,coordinates,latitude,['String'],['TIME LATITUDE LONGITUDE PRES']
OceanGlidersGDACTrajectories,coordinates,longitude,['String'],['TIME LATITUDE LONGITUDE PRES']
OceanGlidersGDACTrajectories,coordinates,time,['String'],['TIME LATITUDE LONGITUDE PRES']
OceanGlidersGDACTrajectories,creator,NC_GLOBAL,['String'],['SOCIB Glider facility']
OceanGlidersGDACTrajectories,creator_email,NC_GLOBAL,['String'],['glider@socib.es']
OceanGlidersGDACTrajectories,creator_url,NC_GLOBAL,['String'],['http://www.socib.es/?seccion=observingFacilities&facility=glider']
OceanGlidersGDACTrajectories,data_center,NC_GLOBAL,['String'],['SOCIB Data Center']
OceanGlidersGDACTrajectories,data_center_email,NC_GLOBAL,['String'],['data.centre@socib.es']
OceanGlidersGDACTrajectories,data_mode,NC_GLOBAL,['String'],['R']
OceanGlidersGDACTrajectories,data_type,NC_GLOBAL,['String'],['EGO glider time-series data']
OceanGlidersGDACTrajectories,distribution_statement,NC_GLOBAL,['String'],['see citation']
OceanGlidersGDACTrajectories,featureType,NC_GLOBAL,['String'],['Trajectory']
OceanGlidersGDACTrajectories,filling,latitude,['String'],['linear']
OceanGlidersGDACTrajectories,filling,longitude,['String'],['linear']
OceanGlidersGDACTrajectories,filter_method,PRES,['String'],['applySeabirdPressureFilter']
OceanGlidersGDACTrajectories,filter_parameters,PRES,['double'],['4.0']
OceanGlidersGDACTrajectories,flag_meanings,CHLA_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,CNDC_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,JULD_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,MOLAR_DOXY_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,POSITIONING_METHOD,['String'],['GPS Argos interpolated']
OceanGlidersGDACTrajectories,flag_meanings,POSITION_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,PRES_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,PSAL_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,TEMP_DOXY_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,TEMP_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_meanings,TIME_QC,['String'],['no_qc_performed good_data probably_good_data bad_data_that_are_potentially_correctable bad_data value_changed interpolated_value missing_value']
OceanGlidersGDACTrajectories,flag_values,CHLA_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,CNDC_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,JULD_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,MOLAR_DOXY_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,POSITIONING_METHOD,['double'],"['0.0, 1.0, 2.0']"
OceanGlidersGDACTrajectories,flag_values,POSITION_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,PRES_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,PSAL_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,TEMP_DOXY_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,TEMP_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,flag_values,TIME_QC,['double'],"['0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 9.0']"
OceanGlidersGDACTrajectories,format_version,NC_GLOBAL,['String'],['1.2']
OceanGlidersGDACTrajectories,geospatial_lat_max,NC_GLOBAL,['double'],['696970.15']
OceanGlidersGDACTrajectories,geospatial_lat_min,NC_GLOBAL,['double'],['-94.01332363329217']
OceanGlidersGDACTrajectories,geospatial_lat_units,NC_GLOBAL,['String'],['degrees_north']
OceanGlidersGDACTrajectories,geospatial_lon_max,NC_GLOBAL,['double'],['696970.15']
OceanGlidersGDACTrajectories,geospatial_lon_min,NC_GLOBAL,['double'],['-179.9998312997277']
OceanGlidersGDACTrajectories,geospatial_lon_units,NC_GLOBAL,['String'],['degrees_east']
OceanGlidersGDACTrajectories,glider_original_parameter_name,CHLA,['String'],['sci_flbbcd_chlor_units']
OceanGlidersGDACTrajectories,glider_original_parameter_name,CNDC,['String'],['sci_water_cond']
OceanGlidersGDACTrajectories,glider_original_parameter_name,JULD,['String'],['time']
OceanGlidersGDACTrajectories,glider_original_parameter_name,MOLAR_DOXY,['String'],['sci_oxy4_oxygen']
OceanGlidersGDACTrajectories,glider_original_parameter_name,PRES,['String'],['sci_water_pressure m_present_time']
OceanGlidersGDACTrajectories,glider_original_parameter_name,PSAL,['String'],['conductivity temperature pressure']
OceanGlidersGDACTrajectories,glider_original_parameter_name,TEMP,['String'],['sci_water_temp']
OceanGlidersGDACTrajectories,glider_original_parameter_name,TEMP_DOXY,['String'],['sci_oxy4_temp']
OceanGlidersGDACTrajectories,glider_original_parameter_name,latitude,['String'],['m_gps_lat m_gps_lon m_gps_status']
OceanGlidersGDACTrajectories,glider_original_parameter_name,longitude,['String'],['m_gps_lat m_gps_lon m_gps_status']
OceanGlidersGDACTrajectories,glider_original_parameter_name,time,['String'],['m_present_time']
OceanGlidersGDACTrajectories,ices_platform_code,NC_GLOBAL,['String'],['undefined']
OceanGlidersGDACTrajectories,infoUrl,NC_GLOBAL,['String'],['http://www.ego-network.org/']
OceanGlidersGDACTrajectories,institution,NC_GLOBAL,['String'],['IFREMER']
OceanGlidersGDACTrajectories,instrument,NC_GLOBAL,['String'],['SCB-SLDEEP008']
OceanGlidersGDACTrajectories,instrument_manufacturer,NC_GLOBAL,['String'],['Teledyne']
OceanGlidersGDACTrajectories,instrument_model,NC_GLOBAL,['String'],['Slocum G3 Deep']
OceanGlidersGDACTrajectories,ioos_category,JULD,['String'],['Time']
OceanGlidersGDACTrajectories,ioos_category,latitude,['String'],['Location']
OceanGlidersGDACTrajectories,ioos_category,longitude,['String'],['Location']
OceanGlidersGDACTrajectories,ioos_category,time,['String'],['Time']
OceanGlidersGDACTrajectories,keywords_vocabulary,NC_GLOBAL,['String'],['GCMD Science Keywords']
OceanGlidersGDACTrajectories,license,NC_GLOBAL,['String'],"['Follows CLIVAR (Climate Varibility and Predictability) standards, cf. http://www.clivar.org/data/data_policy.php. Data available free of charge. User assumes all risk for use of data. User must display citation in any publication or product using data. User must contact PI prior to any commercial use of data.']"
OceanGlidersGDACTrajectories,long_name,CHLA,['String'],['Chlorophyll-A']
OceanGlidersGDACTrajectories,long_name,CHLA_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,CHLA_UNCERTAINTY,['String'],['Uncertainty']
OceanGlidersGDACTrajectories,long_name,CNDC,['String'],['Electrical conductivity']
OceanGlidersGDACTrajectories,long_name,CNDC_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,CNDC_UNCERTAINTY,['String'],['Uncertainty']
OceanGlidersGDACTrajectories,long_name,JULD,['String'],['Julian 1950 time']
OceanGlidersGDACTrajectories,long_name,JULD_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,MOLAR_DOXY,['String'],['Uncompensated (pressure and salinity) oxygen concentration reported by the oxygen sensor']
OceanGlidersGDACTrajectories,long_name,MOLAR_DOXY_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,MOLAR_DOXY_UNCERTAINTY,['String'],['Uncertainty']
OceanGlidersGDACTrajectories,long_name,PHASE_NUMBER,['String'],['Glider trajectory phase number']
OceanGlidersGDACTrajectories,long_name,POSITIONING_METHOD,['String'],['Positioning method']
OceanGlidersGDACTrajectories,long_name,POSITION_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,PRES,['String'],"['Sea water pressure, equals 0 at sea-level']"
OceanGlidersGDACTrajectories,long_name,PRES_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,PRES_UNCERTAINTY,['String'],['Uncertainty']
OceanGlidersGDACTrajectories,long_name,PSAL,['String'],['Practical salinity']
OceanGlidersGDACTrajectories,long_name,PSAL_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,PSAL_UNCERTAINTY,['String'],['Uncertainty']
OceanGlidersGDACTrajectories,long_name,TEMP,['String'],['Sea temperature in-situ ITS-90 scale']
OceanGlidersGDACTrajectories,long_name,TEMP_DOXY,['String'],['Sea temperature from oxygen sensor ITS-90 scale']
OceanGlidersGDACTrajectories,long_name,TEMP_DOXY_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,TEMP_DOXY_UNCERTAINTY,['String'],['Uncertainty']
OceanGlidersGDACTrajectories,long_name,TEMP_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,TEMP_UNCERTAINTY,['String'],['Uncertainty']
OceanGlidersGDACTrajectories,long_name,TIME_QC,['String'],['Quality flag']
OceanGlidersGDACTrajectories,long_name,latitude,['String'],['Measurement latitude']
OceanGlidersGDACTrajectories,long_name,longitude,['String'],['Measurement longitude']
OceanGlidersGDACTrajectories,long_name,time,['String'],['Epoch time']
OceanGlidersGDACTrajectories,method,PSAL,['String'],['sw_salt']
OceanGlidersGDACTrajectories,naming_authority,NC_GLOBAL,['String'],['EGO']
OceanGlidersGDACTrajectories,position_good,latitude,['double'],['0.0']
OceanGlidersGDACTrajectories,position_good,longitude,['double'],['0.0']
OceanGlidersGDACTrajectories,positioning_system,NC_GLOBAL,['String'],['GPS and dead reckoning']
OceanGlidersGDACTrajectories,precision,CHLA,['double'],['1.0E-4']
OceanGlidersGDACTrajectories,precision,CNDC,['double'],['1.0E-4']
OceanGlidersGDACTrajectories,precision,MOLAR_DOXY,['double'],['1.0E-4']
OceanGlidersGDACTrajectories,precision,PRES,['double'],['1.0E-4']
OceanGlidersGDACTrajectories,precision,PSAL,['double'],['1.0E-4']
OceanGlidersGDACTrajectories,precision,TEMP,['double'],['1.0E-4']
OceanGlidersGDACTrajectories,precision,TEMP_DOXY,['double'],['1.0E-4']
OceanGlidersGDACTrajectories,processing_level,NC_GLOBAL,['String'],['L1 processed data with corrections and derivations']
OceanGlidersGDACTrajectories,project,NC_GLOBAL,['String'],['SOCIB Operational']
OceanGlidersGDACTrajectories,publisher,NC_GLOBAL,['String'],['SOCIB']
OceanGlidersGDACTrajectories,publisher_email,NC_GLOBAL,['String'],['info@socib.es']
OceanGlidersGDACTrajectories,publisher_url,NC_GLOBAL,['String'],['http://www.socib.es']
OceanGlidersGDACTrajectories,qc_manual,NC_GLOBAL,['String'],['none']
OceanGlidersGDACTrajectories,reference_scale,CHLA,['String'],['Undefined']
OceanGlidersGDACTrajectories,reference_scale,CNDC,['String'],['Undefined']
OceanGlidersGDACTrajectories,reference_scale,MOLAR_DOXY,['String'],['Undefined']
OceanGlidersGDACTrajectories,reference_scale,PRES,['String'],['Undefined']
OceanGlidersGDACTrajectories,reference_scale,PSAL,['String'],['Undefined']
OceanGlidersGDACTrajectories,reference_scale,TEMP,['String'],['Undefined']
OceanGlidersGDACTrajectories,reference_scale,TEMP_DOXY,['String'],['Undefined']
OceanGlidersGDACTrajectories,references,latitude,['String'],['WGS84']
OceanGlidersGDACTrajectories,references,longitude,['String'],['WGS84']
OceanGlidersGDACTrajectories,resolution,CHLA,['double'],['0.0']
